Business Legal Name,City,zipcode,Race or Ethnicity,Gender,Race Adjusted,Ethnicity Adjusted,Top City,Chicago Region,Illinois Region
Mama Tried LLC,Urbana,61801,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
House of Satchez,Urbana,61802,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,South Central IL
Deborah Fell Art Quilts,Urbana,61802,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Dreamscape Design Inc,Champaign,61820,Multiple Races,Male,Multiracial,,Champaign,Not Chicago,South Central IL
Fein-Bursoni Inc.,Champaign,61820,White,Male,White,,Champaign,Not Chicago,South Central IL
Fire Doll Inc.,Champaign,61820,White,Female,White,,Champaign,Not Chicago,South Central IL
James Treichler,Champaign,61820,White,Male,White,,Champaign,Not Chicago,South Central IL
Kayla Brown,Champaign,61820,White,Female,White,,Champaign,Not Chicago,South Central IL
Who Did It Tattoos and Designs,Champaign,61821,Black or African American,Male,Black or African American,,Champaign,Not Chicago,South Central IL
Lisa Kesler Studio,Champaign,61821,White,Female,White,,Champaign,Not Chicago,South Central IL
The Pottery Place,Champaign,61821,White,Female,White,,Champaign,Not Chicago,South Central IL
Orcinus Media LLC,Champaign,61822,Black or African American,Not listed,Black or African American,,Champaign,Not Chicago,South Central IL
Margaret Briskin,Champaign,61822,White,Female,White,,Champaign,Not Chicago,South Central IL
Thomas Alan Grassman,Champaign,61822,White,Male,White,,Champaign,Not Chicago,South Central IL
Canvas & Corks,Monticello,61856,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
The Wright Start,Monticello,61856,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
ogden metalworks inc,Ogden,61859,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Lyndsey Scott,Rantoul,61866,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Retrograce Systems, Inc.",Savoy,61874,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Shatterglass Studios, LLC.",Savoy,61874,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Aikman Wildlife LLC,Arcola,61910,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Auntie Industries,Charleston,61920,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Douglas-Hart Foundation,Mattoon,61938,White American Indian/Native American or Alaska Native,Female,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
Michelle Melton,Mattoon,61938,White Not Listed,Female,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
"The Little Theatre On The Square, Inc",Sullivan,61951,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Museum Association of Douglas County,Tuscola,61953,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Blended Artists Imaginarium,Hillsboro,62049,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"E.D. Investments, Inc",Litchfield,62056,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
V’NEATBEATENT. LLC,Quincy,62301,Black or African American American Indian/Native American or Alaska Native,Male,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
Historical Society of Quincy and Adams County,Quincy,62301,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Jenny Terstriep,Quincy,62301,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Kathryn E Mannhardt,Quincy,62301,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Quincy Art Center,Quincy,62301,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
The District Art Gallery & learning center,Quincy,62301,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Vancil Performing Arts Center,Quincy,62301,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Hancock County Broadcasting,Carthage,62321,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
"Mind and Sole Dance Company, LLC",Carthage,62321,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Polly Sampson,Pearl,62361,White American Indian/Native American or Alaska Native,Female,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
"S&S School of Dance, Inc.",Pittsfield,62363,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Arts Connection of Central Illinois,Effingham,62401,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Arts Connection of Central Illinois,Effingham,62401,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Poss Music Work NFP,Effingham,62401,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
William Passalacqua,Effingham,62401,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Lawrence County Arts Council,Lawrenceville,62439,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Lincoln Log Cabin Foundation,Lerna,62440,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Phil Amphitheater,Olney,62450,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Meyer Twins Art,Vandalia,62471,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Starmax Cinemas, LLC",Vandalia,62471,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Tytia Habing Photography,Watson,62473,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
CreativeSouls Entertainment,Decatur,62521,Black or African American,Male,Black or African American,,Decatur,Not Chicago,South Central IL
Ashley Riley,Decatur,62521,White,Female,White,,Decatur,Not Chicago,South Central IL
Children's Museum of Illinois,Decatur,62521,White,Female,White,,Decatur,Not Chicago,South Central IL
"GALLERY 510 ART & FRAMING, AN ILLINOIS ART GALLERY",Decatur,62523,Black or African American,Male,Black or African American,,Decatur,Not Chicago,South Central IL
Decatur Area Arts Council,Decatur,62523,I decline to answer,I decline to answer,I decline to answer,,Decatur,Not Chicago,South Central IL
Rachel Holden photography,Illiopolis,62539,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Kendell Scott,Pana,62557,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
C Love Dove LLC,Taylorville,62568,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,South Central IL
Bad Wolf Pottery,Taylorville,62568,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Sunshyne the Clown & Tim the Twister,Auburn,62615,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Heritage Preservation Foundation,Beardstown,62618,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Bill Wade Photography Inc.,Jacksonville,62650,I decline to answer,I decline to answer,I decline to answer,,z_Not a Top City,Not Chicago,South Central IL
"Sara's Studio of Dance, Inc.",Jacksonville,62650,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Shrimp Shack Productions,Jacksonville,62650,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Audra J. Turley,Lincoln,62656,I decline to answer,I decline to answer,I decline to answer,,z_Not a Top City,Not Chicago,South Central IL
Lincoln Community Theatre,Lincoln,62656,I decline to answer,I decline to answer,I decline to answer,,z_Not a Top City,Not Chicago,South Central IL
Roni B Photography,Lincoln,62656,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Stuart Smith,Winchester,62694,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMERICA,Springfield,62701,I decline to answer,I decline to answer,I decline to answer,,Springfield,Not Chicago,South Central IL
"The Pharmacy Gallery & Art Space, Inc",Springfield,62701,I decline to answer,Female,I decline to answer,,Springfield,Not Chicago,South Central IL
Childrens Museum Foundation Corporation,Springfield,62701,White,Female,White,,Springfield,Not Chicago,South Central IL
"Hoogland Center for the Arts, Inc.",Springfield,62701,White,Male,White,,Springfield,Not Chicago,South Central IL
Wild Rose Studio,Springfield,62701,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Springfield,Not Chicago,South Central IL
Michael T Wiest,Springfield,62702,Not Listed Multiple Races,Male,Multiracial,,Springfield,Not Chicago,South Central IL
Fleming Academy of Performing Arts,Springfield,62702,White,Female,White,,Springfield,Not Chicago,South Central IL
Illinois Symphony Orchestra,Springfield,62702,White,Male,White,,Springfield,Not Chicago,South Central IL
Springfield Art Association of Edwards Place,Springfield,62702,White,Female,White,,Springfield,Not Chicago,South Central IL
Springfield Art Association of Edwards Place,Springfield,62702,White,Male,White,,Springfield,Not Chicago,South Central IL
Springfield Youth Performance Group Inc.,Springfield,62702,White,Female,White,,Springfield,Not Chicago,South Central IL
Route History Inc,Springfield,62703,Black or African American,Female,Black or African American,,Springfield,Not Chicago,South Central IL
Edward Martin,Springfield,62703,White,Male,White,,Springfield,Not Chicago,South Central IL
Psalms of Light,Springfield,62703,White,Male,White,,Springfield,Not Chicago,South Central IL
Elegance Natural Beauty Supply,Springfield,62704,Black or African American,Female,Black or African American,,Springfield,Not Chicago,South Central IL
Five Star Delivery Services LLC,Springfield,62704,Black or African American,Male,Black or African American,,Springfield,Not Chicago,South Central IL
Bellissimo Skin & Lash Studio,Springfield,62704,Multiple Races,Female,Multiracial,,Springfield,Not Chicago,South Central IL
Painted Love,Springfield,62704,Multiple Races,Female,Multiracial,,Springfield,Not Chicago,South Central IL
BELLS IN MOTION,Springfield,62704,White,Female,White,,Springfield,Not Chicago,South Central IL
Michael Dunbar Sculpture,Springfield,62704,White,Male,White,,Springfield,Not Chicago,South Central IL
Springfield Illinois African American History Foundation,Springfield,62705,Black or African American,Female,Black or African American,,Springfield,Not Chicago,South Central IL
Dana-Thomas House Foundation,Springfield,62791,White,Female,White,,Springfield,Not Chicago,South Central IL
"Webb Martial Arts, INC.",Hoopeston,60942,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Andie Jackson Graphics and Sound,Danville,61832,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Vermilion County Museum Society,Danville,61832,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Vermilion Heritage Foundation,Danville,61832,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Danville Light Opera Company Inc.,Danville,61834,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
"Red Mask Players, Inc.",Danville,61834,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Bilbrix Masonry & Concrete LLC,Fithian,61844,White,Nonbinary,White,,z_Not a Top City,Not Chicago,Southern IL
"All Source, LLC Series B",Oakwood,61858,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Dynamic Image Publications LLC,Alton,62002,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Southern IL
Alton Symphony Orchestra,Alton,62002,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Bobby Holder sr,East Alton,62024,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Edwardsville Arts Center,Edwardsville,62025,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Edwardsville Children's Museum,Edwardsville,62025,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Elite Event Services LLC,Edwardsville,62025,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
"Madison County Historical Society, Inc",Edwardsville,62025,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
YMCA of Edwardsville,Edwardsville,62025,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Josie's Hair Connection,Roxana,62084,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Jedediah Bushrow,Worden,62097,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Inspired Incorporated,East Saint Louis,62203,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Southern IL
Miss Jay’s Cafeteria LLC,East Saint Louis,62206,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Southern IL
Tipsey Tequila,East Saint Louis,62206,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Southern IL
"Cigar Inn Jazz Club, INC",Belleville,62220,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,Southern IL
St. Clair County Historical Society,Belleville,62220,Multiple Races,Male,Multiracial,,z_Not a Top City,Not Chicago,Southern IL
"DSS Amusements, Inc.",Belleville,62220,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
"Lincoln Theatre, Inc",Belleville,62220,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Vicky Smolik Music,Belleville,62223,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
TBF INC.,Columbia,62236,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
"Fusion Dance Center, Inc",Greenville,62246,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
McLaughlin's Entertainment LLC,Highland,62249,Asian American White Multiple Races Native Hawaiian or Other Pacific Islander,Male,Multiracial,,z_Not a Top City,Not Chicago,Southern IL
Art Gecko Creative Studio Inc,O Fallon,62269,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Kayla renee horton,Pocahontas,62275,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Country Connections dba Zetta's,Red Bud,62278,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Elizabeth Lakamp,Troy,62294,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Jenny Hortin Design,Albion,62806,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
AMANDA ROBERTS,Carmi,62821,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Wayward Wovens LLC,Du Quoin,62832,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Independent Wrestlers Alliance Productions INC,Mount Vernon,62864,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Jefferson County Historical Society,Mount Vernon,62864,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
618 Ink,Salem,62881,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Lonnie Jackson,Woodlawn,62898,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
SI CABE!: Southern Illinois Culture and Art in Bilingual Education,Carbondale,62901,Hispanic or Latino/a/x White,Female,White,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Southern IL
REBECCA SEWARD,Carbondale,62901,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Toomey Enterprises Inc.,Carbondale,62901,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
"JALG, Inc",Carterville,62918,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
S. I. Suzuki Strings,Carterville,62918,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Gerald Longtin,Herrin,62948,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Byron D Benham,Hurst,62949,White,Male,White,,z_Not a Top City,Not Chicago,Southern IL
Artstarts Company,Marion,62959,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
"Southern Illinois Gymnastics Academy, Inc.",Marion,62959,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
"Unique Ink Custom Tattoos, LLC",Marion,62959,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
"Super Museum,Inc. NFP",Metropolis,62960,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Boulder Creek LLC,Simpson,62985,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
Katie Hook Author,Vienna,62995,White,Female,White,,z_Not a Top City,Not Chicago,Southern IL
"City Winery Chicago, LLC",New York,10011,White,Male,White,,z_Not a Top City,Not Chicago,Not Illinois
Billie Bullock,Brooklyn,11206,Black or African American,Nonbinary,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
"MingMusic, INC",Feasterville Trevose,19053,Multiple Races,Nonbinary,Multiracial,,z_Not a Top City,Not Chicago,Not Illinois
"Little Egypt Arts Association., Inc.",Ashburn,20146,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
MONEE HISTORICAL SOCIETY,Ashburn,20146,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
Nova Singers,Ashburn,20146,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
The Glen Ellyn/Wheaton Community Chorale,Ashburn,20146,White,Male,White,,z_Not a Top City,Not Chicago,Not Illinois
Amy May Photography,Madison,22727,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
Onesti Entertainment Corporation,Orange,22960,Not Listed,Male,Not Listed,,z_Not a Top City,Not Chicago,Not Illinois
Amy Toruno,Henrico,23075,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Not Illinois
The Performing Arts Academy of Galesburg LLC,Richmond,23219,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
"B.W.A.P Entertainment, LLC",Columbia,29229,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
Rosa Belara Young,Crystal Springs,39059,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
Patrice K Cokley,Cleveland,44118,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
Warren Levon Jackson,Hammond,46320,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
It's Possible Mobile Tutoring,Schererville,46375,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
David L. Howard,Gary,46407,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
Performing Arts at Metropolis,Alpena,49707,White Hispanic or Latino/a/x,Female,White,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Not Illinois
"Skellington Manor, LLC.",Riverdale,52722,I decline to answer,I decline to answer,I decline to answer,,z_Not a Top City,Not Chicago,Not Illinois
Chrono Pop LLC,Davenport,52803,White,Male,White,,z_Not a Top City,Not Chicago,Not Illinois
Futureappletree studio 2,Davenport,52803,White,Male,White,,z_Not a Top City,Not Chicago,Not Illinois
Studio 86,Davenport,52806,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
GENESIUS THEATER FOUNDATION INC,Davenport,52807,White,Male,White,,z_Not a Top City,Not Chicago,Not Illinois
Notes 88 Music Studio,Kenosha,53144,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
Notes 88 Music Studio,Kenosha,53144,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
"Wiley Park Productions, LLC",Galva,61434,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
CRYSTAL G SHRUM,Saint Charles,63304,White,I decline to answer,White,,z_Not a Top City,Not Chicago,Chicagoland
Hao Dance Arts LLC,Oklahoma City,73127,Asian American,Male,Asian American,,z_Not a Top City,Not Chicago,Not Illinois
"Medieval Times USA, Inc.",Irving,75039,Asian American,Male,Asian American,,z_Not a Top City,Not Chicago,Not Illinois
"Amanda Tennile, LLC",Edinburg,78539,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,Not Illinois
Geneseo Public Library District,Alton,78573,White,Female,White,,z_Not a Top City,Not Chicago,Not Illinois
Los Angeles Ballet,Los Angeles,90064,Multiple Races,Female,Multiracial,,z_Not a Top City,Not Chicago,Not Illinois
Artpie School of Art Foundation,Lynn,01904,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Not Illinois
